Year,Quarter,Month,State,Purpose,Visitor nights
2013,Q1,Feb,VIC,Business,679
2013,Q1,Mar,VIC,Business,575
2013,Q2,Apr,VIC,Business,591
2013,Q2,May,VIC,Business,556
2013,Q2,Jun,VIC,Business,547
2013,Q3,Jul,VIC,Business,653
2013,Q3,Aug,VIC,Business,558
2013,Q3,Sep,VIC,Business,712
2013,Q4,Oct,VIC,Business,701
2013,Q4,Nov,VIC,Business,613
2013,Q4,Dec,VIC,Business,367
2014,Q1,Jan,VIC,Business,414
2014,Q1,Feb,VIC,Business,636
2014,Q1,Mar,VIC,Business,857
2014,Q2,Apr,VIC,Business,603
2014,Q2,May,VIC,Business,797
2014,Q2,Jun,VIC,Business,606
2014,Q3,Jul,VIC,Business,884
2014,Q3,Aug,VIC,Business,842
2014,Q3,Sep,VIC,Business,552
2014,Q4,Oct,VIC,Business,1031
2014,Q4,Nov,VIC,Business,825
2014,Q4,Dec,VIC,Business,402
2015,Q1,Jan,VIC,Business,665
2015,Q1,Feb,VIC,Business,675
2015,Q1,Mar,VIC,Business,662
2015,Q2,Apr,VIC,Business,561
2015,Q2,May,VIC,Business,703
2015,Q2,Jun,VIC,Business,615
2015,Q3,Jul,VIC,Business,762
2015,Q3,Aug,VIC,Business,800
2015,Q3,Sep,VIC,Business,720
2015,Q4,Oct,VIC,Business,804
2015,Q4,Nov,VIC,Business,879
2015,Q4,Dec,VIC,Business,499
2016,Q1,Jan,VIC,Business,517
2016,Q1,Feb,VIC,Business,817
2016,Q1,Mar,VIC,Business,698
2016,Q2,Apr,VIC,Business,506
2016,Q2,May,VIC,Business,738
2016,Q2,Jun,VIC,Business,753
2016,Q3,Jul,VIC,Business,651
2016,Q3,Aug,VIC,Business,790
2016,Q3,Sep,VIC,Business,681
2016,Q4,Oct,VIC,Business,786
2016,Q4,Nov,VIC,Business,963
2016,Q4,Dec,VIC,Business,642
2017,Q1,Jan,VIC,Business,535
2017,Q1,Feb,VIC,Business,742
2017,Q1,Mar,VIC,Business,1017
2017,Q2,Apr,VIC,Business,699
2017,Q2,May,VIC,Business,941
2017,Q2,Jun,VIC,Business,883
2017,Q3,Jul,VIC,Business,1198
2017,Q3,Aug,VIC,Business,837
2017,Q3,Sep,VIC,Business,755
2017,Q4,Oct,VIC,Business,1008
2017,Q4,Nov,VIC,Business,1050
2017,Q4,Dec,VIC,Business,612
2018,Q1,Jan,VIC,Business,397
2018,Q1,Feb,VIC,Business,912
2018,Q1,Mar,VIC,Business,1244
2018,Q2,Apr,VIC,Business,1107
2018,Q2,May,VIC,Business,933
2018,Q2,Jun,VIC,Business,971
2018,Q3,Jul,VIC,Business,1258
2018,Q3,Aug,VIC,Business,1224
2018,Q3,Sep,VIC,Business,990
2018,Q4,Oct,VIC,Business,1473
2018,Q4,Nov,VIC,Business,1152
2018,Q4,Dec,VIC,Business,898
2019,Q1,Jan,VIC,Business,757
2019,Q1,Feb,VIC,Business,1052
2019,Q1,Mar,VIC,Business,1491
2019,Q2,Apr,VIC,Business,1080
2019,Q2,May,VIC,Business,1429
2019,Q2,Jun,VIC,Business,1136
2019,Q3,Jul,VIC,Business,1116
2019,Q3,Aug,VIC,Business,1325
2019,Q3,Sep,VIC,Business,1120
2019,Q4,Oct,VIC,Business,1568
2019,Q4,Nov,VIC,Business,1505
2019,Q4,Dec,VIC,Business,999
1998,Q1,Jan,VIC,Holiday,6789
1998,Q1,Feb,VIC,Holiday,1457
1998,Q1,Mar,VIC,Holiday,2046
1998,Q2,Apr,VIC,Holiday,2863
1998,Q2,May,VIC,Holiday,1589
1998,Q2,Jun,VIC,Holiday,1596
1998,Q3,Jul,VIC,Holiday,1906
1998,Q3,Aug,VIC,Holiday,1443
1998,Q3,Sep,VIC,Holiday,1725
1998,Q4,Oct,VIC,Holiday,2088
1998,Q4,Nov,VIC,Holiday,1804
1998,Q4,Dec,VIC,Holiday,1653
1999,Q1,Jan,VIC,Holiday,7210
1999,Q1,Feb,VIC,Holiday,2108
1999,Q1,Mar,VIC,Holiday,1643
1999,Q2,Apr,VIC,Holiday,2579
1999,Q2,May,VIC,Holiday,1634
1999,Q2,Jun,VIC,Holiday,1660
1999,Q3,Jul,VIC,Holiday,1697
1999,Q3,Aug,VIC,Holiday,1712
1999,Q3,Sep,VIC,Holiday,1729
1999,Q4,Oct,VIC,Holiday,1956
1999,Q4,Nov,VIC,Holiday,1644
1999,Q4,Dec,VIC,Holiday,1264
2000,Q1,Jan,VIC,Holiday,6146
2000,Q1,Feb,VIC,Holiday,1771
2000,Q1,Mar,VIC,Holiday,2122
2000,Q2,Apr,VIC,Holiday,3040
2000,Q2,May,VIC,Holiday,1346
2000,Q2,Jun,VIC,Holiday,1370
2000,Q3,Jul,VIC,Holiday,1684
2000,Q3,Aug,VIC,Holiday,1605
2000,Q3,Sep,VIC,Holiday,1535
2000,Q4,Oct,VIC,Holiday,1871
2000,Q4,Nov,VIC,Holiday,2026
2000,Q4,Dec,VIC,Holiday,1566
2001,Q1,Jan,VIC,Holiday,7214
2001,Q1,Feb,VIC,Holiday,2090
2001,Q1,Mar,VIC,Holiday,1783
2001,Q2,Apr,VIC,Holiday,2830
2001,Q2,May,VIC,Holiday,1626
2001,Q2,Jun,VIC,Holiday,1749
2001,Q3,Jul,VIC,Holiday,1895
2001,Q3,Aug,VIC,Holiday,1463
2001,Q3,Sep,VIC,Holiday,1412
2001,Q4,Oct,VIC,Holiday,1680
2001,Q4,Nov,VIC,Holiday,1863
2001,Q4,Dec,VIC,Holiday,1627
2002,Q1,Jan,VIC,Holiday,5751
2002,Q1,Feb,VIC,Holiday,1626
2002,Q1,Mar,VIC,Holiday,2340
2002,Q2,Apr,VIC,Holiday,2542
2002,Q2,May,VIC,Holiday,1259
2002,Q2,Jun,VIC,Holiday,1717
2002,Q3,Jul,VIC,Holiday,1447
2002,Q3,Aug,VIC,Holiday,1488
2002,Q3,Sep,VIC,Holiday,1776
2002,Q4,Oct,VIC,Holiday,2037
2002,Q4,Nov,VIC,Holiday,1896
2002,Q4,Dec,VIC,Holiday,1833
2003,Q1,Jan,VIC,Holiday,5504
2003,Q1,Feb,VIC,Holiday,2012
2003,Q1,Mar,VIC,Holiday,1712
2003,Q2,Apr,VIC,Holiday,2752
2003,Q2,May,VIC,Holiday,1482
2003,Q2,Jun,VIC,Holiday,1580
2003,Q3,Jul,VIC,Holiday,1731
2003,Q3,Aug,VIC,Holiday,1789
2003,Q3,Sep,VIC,Holiday,1453
2003,Q4,Oct,VIC,Holiday,1841
2003,Q4,Nov,VIC,Holiday,1832
2003,Q4,Dec,VIC,Holiday,1535
2004,Q1,Jan,VIC,Holiday,5701
2004,Q1,Feb,VIC,Holiday,1661
2004,Q1,Mar,VIC,Holiday,2326
2004,Q2,Apr,VIC,Holiday,2772
2004,Q2,May,VIC,Holiday,1708
2004,Q2,Jun,VIC,Holiday,1401
2004,Q3,Jul,VIC,Holiday,1720
2004,Q3,Aug,VIC,Holiday,1461
2004,Q3,Sep,VIC,Holiday,1484
2004,Q4,Oct,VIC,Holiday,1797
2004,Q4,Nov,VIC,Holiday,1917
2004,Q4,Dec,VIC,Holiday,1404
2005,Q1,Jan,VIC,Holiday,6034
2005,Q1,Feb,VIC,Holiday,1690
2005,Q1,Mar,VIC,Holiday,2518
2005,Q2,Apr,VIC,Holiday,2120
2005,Q2,May,VIC,Holiday,1345
2005,Q2,Jun,VIC,Holiday,1333
2005,Q3,Jul,VIC,Holiday,1497
2005,Q3,Aug,VIC,Holiday,1189
2005,Q3,Sep,VIC,Holiday,1909
2005,Q4,Oct,VIC,Holiday,1832
2005,Q4,Nov,VIC,Holiday,1632
2005,Q4,Dec,VIC,Holiday,1523
2006,Q1,Jan,VIC,Holiday,6418
2006,Q1,Feb,VIC,Holiday,1831
2006,Q1,Mar,VIC,Holiday,2263
2006,Q2,Apr,VIC,Holiday,2630
2006,Q2,May,VIC,Holiday,1337
2006,Q2,Jun,VIC,Holiday,1584
2006,Q3,Jul,VIC,Holiday,1349
2006,Q3,Aug,VIC,Holiday,1235
2006,Q3,Sep,VIC,Holiday,1489
2006,Q4,Oct,VIC,Holiday,1914
2006,Q4,Nov,VIC,Holiday,1800
2006,Q4,Dec,VIC,Holiday,1586
2007,Q1,Jan,VIC,Holiday,6797
2007,Q1,Feb,VIC,Holiday,1495
2007,Q1,Mar,VIC,Holiday,2128
2007,Q2,Apr,VIC,Holiday,2666
2007,Q2,May,VIC,Holiday,1429
2007,Q2,Jun,VIC,Holiday,1404
2007,Q3,Jul,VIC,Holiday,1691
2007,Q3,Aug,VIC,Holiday,1205
2007,Q3,Sep,VIC,Holiday,1594
2007,Q4,Oct,VIC,Holiday,2406
2007,Q4,Nov,VIC,Holiday,1595
2007,Q4,Dec,VIC,Holiday,1523
2008,Q1,Jan,VIC,Holiday,7206
2008,Q1,Feb,VIC,Holiday,1734
2008,Q1,Mar,VIC,Holiday,2908
2008,Q2,Apr,VIC,Holiday,2121
2008,Q2,May,VIC,Holiday,1390
2008,Q2,Jun,VIC,Holiday,1578
2008,Q3,Jul,VIC,Holiday,1614
2008,Q3,Aug,VIC,Holiday,1522
2008,Q3,Sep,VIC,Holiday,1572
2008,Q4,Oct,VIC,Holiday,1757
2008,Q4,Nov,VIC,Holiday,2578
2008,Q4,Dec,VIC,Holiday,1381
2009,Q1,Jan,VIC,Holiday,5880
2009,Q1,Feb,VIC,Holiday,1293
2009,Q1,Mar,VIC,Holiday,1812
2009,Q2,Apr,VIC,Holiday,2520
2009,Q2,May,VIC,Holiday,1788
2009,Q2,Jun,VIC,Holiday,1466
2009,Q3,Jul,VIC,Holiday,1973
2009,Q3,Aug,VIC,Holiday,1430
2009,Q3,Sep,VIC,Holiday,1733
2009,Q4,Oct,VIC,Holiday,2069
2009,Q4,Nov,VIC,Holiday,1876
2009,Q4,Dec,VIC,Holiday,1519
2010,Q1,Jan,VIC,Holiday,6433
2010,Q1,Feb,VIC,Holiday,1587
2010,Q1,Mar,VIC,Holiday,1951
2010,Q2,Apr,VIC,Holiday,2815
2010,Q2,May,VIC,Holiday,1085
2010,Q2,Jun,VIC,Holiday,1555
2010,Q3,Jul,VIC,Holiday,1957
2010,Q3,Aug,VIC,Holiday,1624
2010,Q3,Sep,VIC,Holiday,1478
2010,Q4,Oct,VIC,Holiday,1624
2010,Q4,Nov,VIC,Holiday,2242
2010,Q4,Dec,VIC,Holiday,1500
2011,Q1,Jan,VIC,Holiday,6628
2011,Q1,Feb,VIC,Holiday,1573
2011,Q1,Mar,VIC,Holiday,1938
2011,Q2,Apr,VIC,Holiday,2867
2011,Q2,May,VIC,Holiday,1641
2011,Q2,Jun,VIC,Holiday,1689
2011,Q3,Jul,VIC,Holiday,2087
2011,Q3,Aug,VIC,Holiday,1393
2011,Q3,Sep,VIC,Holiday,1785
2011,Q4,Oct,VIC,Holiday,1713
2011,Q4,Nov,VIC,Holiday,2126
2011,Q4,Dec,VIC,Holiday,1830
2012,Q1,Jan,VIC,Holiday,7003
2012,Q1,Feb,VIC,Holiday,1488
2012,Q1,Mar,VIC,Holiday,1986
2012,Q2,Apr,VIC,Holiday,2746
2012,Q2,May,VIC,Holiday,1382
2012,Q2,Jun,VIC,Holiday,1494
2012,Q3,Jul,VIC,Holiday,1935
2012,Q3,Aug,VIC,Holiday,1261
2012,Q3,Sep,VIC,Holiday,1392
2012,Q4,Oct,VIC,Holiday,1816
2012,Q4,Nov,VIC,Holiday,3026
2012,Q4,Dec,VIC,Holiday,1516
2013,Q1,Jan,VIC,Holiday,6648
2013,Q1,Feb,VIC,Holiday,1663
2013,Q1,Mar,VIC,Holiday,2352
2013,Q2,Apr,VIC,Holiday,2788
2013,Q2,May,VIC,Holiday,1607
2013,Q2,Jun,VIC,Holiday,1392
2013,Q3,Jul,VIC,Holiday,1759
2013,Q3,Aug,VIC,Holiday,1301
2013,Q3,Sep,VIC,Holiday,1653
2013,Q4,Oct,VIC,Holiday,1965
2013,Q4,Nov,VIC,Holiday,2179
2013,Q4,Dec,VIC,Holiday,2297
2014,Q1,Jan,VIC,Holiday,6700
2014,Q1,Feb,VIC,Holiday,1808
2014,Q1,Mar,VIC,Holiday,2431
2014,Q2,Apr,VIC,Holiday,3336
2014,Q2,May,VIC,Holiday,1488
2014,Q2,Jun,VIC,Holiday,1591
2014,Q3,Jul,VIC,Holiday,1609
2014,Q3,Aug,VIC,Holiday,1579
2014,Q3,Sep,VIC,Holiday,1537
2014,Q4,Oct,VIC,Holiday,1975
2014,Q4,Nov,VIC,Holiday,2315
2014,Q4,Dec,VIC,Holiday,1786
2015,Q1,Jan,VIC,Holiday,6210
2015,Q1,Feb,VIC,Holiday,1788
2015,Q1,Mar,VIC,Holiday,2586
2015,Q2,Apr,VIC,Holiday,2778
2015,Q2,May,VIC,Holiday,1781
2015,Q2,Jun,VIC,Holiday,1529
2015,Q3,Jul,VIC,Holiday,1715
2015,Q3,Aug,VIC,Holiday,1699
2015,Q3,Sep,VIC,Holiday,1538
2015,Q4,Oct,VIC,Holiday,2099
2015,Q4,Nov,VIC,Holiday,2099
2015,Q4,Dec,VIC,Holiday,2034
2016,Q1,Jan,VIC,Holiday,6957
2016,Q1,Feb,VIC,Holiday,2366
2016,Q1,Mar,VIC,Holiday,2852
2016,Q2,Apr,VIC,Holiday,2330
2016,Q2,May,VIC,Holiday,1691
2016,Q2,Jun,VIC,Holiday,1647
2016,Q3,Jul,VIC,Holiday,2288
2016,Q3,Aug,VIC,Holiday,1601
2016,Q3,Sep,VIC,Holiday,1663
2016,Q4,Oct,VIC,Holiday,2419
2016,Q4,Nov,VIC,Holiday,2164
2016,Q4,Dec,VIC,Holiday,1940
2017,Q1,Jan,VIC,Holiday,7707
2017,Q1,Feb,VIC,Holiday,2077
2017,Q1,Mar,VIC,Holiday,2708
2017,Q2,Apr,VIC,Holiday,2968
2017,Q2,May,VIC,Holiday,1836
2017,Q2,Jun,VIC,Holiday,1672
2017,Q3,Jul,VIC,Holiday,2345
2017,Q3,Aug,VIC,Holiday,1432
2017,Q3,Sep,VIC,Holiday,2019
2017,Q4,Oct,VIC,Holiday,3141
2017,Q4,Nov,VIC,Holiday,2874
2017,Q4,Dec,VIC,Holiday,2137
2018,Q1,Jan,VIC,Holiday,6438
2018,Q1,Feb,VIC,Holiday,2052
2018,Q1,Mar,VIC,Holiday,2739
2018,Q2,Apr,VIC,Holiday,3733
2018,Q2,May,VIC,Holiday,1790
2018,Q2,Jun,VIC,Holiday,1774
2018,Q3,Jul,VIC,Holiday,2661
2018,Q3,Aug,VIC,Holiday,1951
2018,Q3,Sep,VIC,Holiday,2080
2018,Q4,Oct,VIC,Holiday,2651
2018,Q4,Nov,VIC,Holiday,2658
2018,Q4,Dec,VIC,Holiday,2383
2019,Q1,Jan,VIC,Holiday,6347
2019,Q1,Feb,VIC,Holiday,2278
2019,Q1,Mar,VIC,Holiday,3037
2019,Q2,Apr,VIC,Holiday,4162
2019,Q2,May,VIC,Holiday,2647
2019,Q2,Jun,VIC,Holiday,2400
2019,Q3,Jul,VIC,Holiday,2668
2019,Q3,Aug,VIC,Holiday,1923
2019,Q3,Sep,VIC,Holiday,2184
2019,Q4,Oct,VIC,Holiday,2505
2019,Q4,Nov,VIC,Holiday,2832
2019,Q4,Dec,VIC,Holiday,2740
1998,Q1,Jan,VIC,Other reason,89
1998,Q1,Feb,VIC,Other reason,68
1998,Q1,Mar,VIC,Other reason,174
1998,Q2,Apr,VIC,Other reason,63
1998,Q2,May,VIC,Other reason,115
1998,Q2,Jun,VIC,Other reason,171
1998,Q3,Jul,VIC,Other reason,112
1998,Q3,Aug,VIC,Other reason,109
1998,Q3,Sep,VIC,Other reason,78
1998,Q4,Oct,VIC,Other reason,89
1998,Q4,Nov,VIC,Other reason,168
1998,Q4,Dec,VIC,Other reason,202
1999,Q1,Jan,VIC,Other reason,124
1999,Q1,Feb,VIC,Other reason,136
1999,Q1,Mar,VIC,Other reason,119
1999,Q2,Apr,VIC,Other reason,148
1999,Q2,May,VIC,Other reason,140
1999,Q2,Jun,VIC,Other reason,189
1999,Q3,Jul,VIC,Other reason,224
1999,Q3,Aug,VIC,Other reason,117
1999,Q3,Sep,VIC,Other reason,76
1999,Q4,Oct,VIC,Other reason,111
1999,Q4,Nov,VIC,Other reason,68
1999,Q4,Dec,VIC,Other reason,141
2000,Q1,Jan,VIC,Other reason,370
2000,Q1,Feb,VIC,Other reason,63
2000,Q1,Mar,VIC,Other reason,271
2000,Q2,Apr,VIC,Other reason,96
2000,Q2,May,VIC,Other reason,371
2000,Q2,Jun,VIC,Other reason,193
2000,Q3,Jul,VIC,Other reason,170
2000,Q3,Aug,VIC,Other reason,130
2000,Q3,Sep,VIC,Other reason,61
2000,Q4,Oct,VIC,Other reason,202
2000,Q4,Nov,VIC,Other reason,247
2000,Q4,Dec,VIC,Other reason,96
2001,Q1,Jan,VIC,Other reason,190
2001,Q1,Feb,VIC,Other reason,82
2001,Q1,Mar,VIC,Other reason,261
2001,Q2,Apr,VIC,Other reason,261
2001,Q2,May,VIC,Other reason,90
2001,Q2,Jun,VIC,Other reason,118
2001,Q3,Jul,VIC,Other reason,183
2001,Q3,Aug,VIC,Other reason,290
2001,Q3,Sep,VIC,Other reason,325
2001,Q4,Oct,VIC,Other reason,466
2001,Q4,Nov,VIC,Other reason,135
2001,Q4,Dec,VIC,Other reason,181
2002,Q1,Jan,VIC,Other reason,284
2002,Q1,Feb,VIC,Other reason,521
2002,Q1,Mar,VIC,Other reason,189
2002,Q2,Apr,VIC,Other reason,91
2002,Q2,May,VIC,Other reason,140
2002,Q2,Jun,VIC,Other reason,85
2002,Q3,Jul,VIC,Other reason,242
2002,Q3,Aug,VIC,Other reason,256
2002,Q3,Sep,VIC,Other reason,262
2002,Q4,Oct,VIC,Other reason,197
2002,Q4,Nov,VIC,Other reason,588
2002,Q4,Dec,VIC,Other reason,127
2003,Q1,Jan,VIC,Other reason,145
2003,Q1,Feb,VIC,Other reason,169
2003,Q1,Mar,VIC,Other reason,267
2003,Q2,Apr,VIC,Other reason,38
2003,Q2,May,VIC,Other reason,157
2003,Q2,Jun,VIC,Other reason,119
2003,Q3,Jul,VIC,Other reason,155
2003,Q3,Aug,VIC,Other reason,164
2003,Q3,Sep,VIC,Other reason,171
2003,Q4,Oct,VIC,Other reason,182
2003,Q4,Nov,VIC,Other reason,125
2003,Q4,Dec,VIC,Other reason,63
2004,Q1,Jan,VIC,Other reason,168
2004,Q1,Feb,VIC,Other reason,122
2004,Q1,Mar,VIC,Other reason,266
2004,Q2,Apr,VIC,Other reason,210
2004,Q2,May,VIC,Other reason,346
2004,Q2,Jun,VIC,Other reason,140
2004,Q3,Jul,VIC,Other reason,128
2004,Q3,Aug,VIC,Other reason,107
2004,Q3,Sep,VIC,Other reason,151
2004,Q4,Oct,VIC,Other reason,173
2004,Q4,Nov,VIC,Other reason,68
2004,Q4,Dec,VIC,Other reason,111
2005,Q1,Jan,VIC,Other reason,239
2005,Q1,Feb,VIC,Other reason,169
2005,Q1,Mar,VIC,Other reason,230
2005,Q2,Apr,VIC,Other reason,173
2005,Q2,May,VIC,Other reason,163
2005,Q2,Jun,VIC,Other reason,86
2005,Q3,Jul,VIC,Other reason,218
2005,Q3,Aug,VIC,Other reason,93
2005,Q3,Sep,VIC,Other reason,125
2005,Q4,Oct,VIC,Other reason,111
2005,Q4,Nov,VIC,Other reason,172
2005,Q4,Dec,VIC,Other reason,347
2006,Q1,Jan,VIC,Other reason,172
2006,Q1,Feb,VIC,Other reason,251
2006,Q1,Mar,VIC,Other reason,338
2006,Q2,Apr,VIC,Other reason,86
2006,Q2,May,VIC,Other reason,254
2006,Q2,Jun,VIC,Other reason,199
2006,Q3,Jul,VIC,Other reason,155
2006,Q3,Aug,VIC,Other reason,182
2006,Q3,Sep,VIC,Other reason,111
2006,Q4,Oct,VIC,Other reason,171
2006,Q4,Nov,VIC,Other reason,132
2006,Q4,Dec,VIC,Other reason,121
2007,Q1,Jan,VIC,Other reason,131
2007,Q1,Feb,VIC,Other reason,119
2007,Q1,Mar,VIC,Other reason,155
2007,Q2,Apr,VIC,Other reason,114
2007,Q2,May,VIC,Other reason,94
2007,Q2,Jun,VIC,Other reason,191
2007,Q3,Jul,VIC,Other reason,118
2007,Q3,Aug,VIC,Other reason,170
2007,Q3,Sep,VIC,Other reason,201
2007,Q4,Oct,VIC,Other reason,155
2007,Q4,Nov,VIC,Other reason,116
2007,Q4,Dec,VIC,Other reason,234
2008,Q1,Jan,VIC,Other reason,99
2008,Q1,Feb,VIC,Other reason,114
2008,Q1,Mar,VIC,Other reason,174
2008,Q2,Apr,VIC,Other reason,102
2008,Q2,May,VIC,Other reason,95
2008,Q2,Jun,VIC,Other reason,215
2008,Q3,Jul,VIC,Other reason,138
2008,Q3,Aug,VIC,Other reason,248
2008,Q3,Sep,VIC,Other reason,78
2008,Q4,Oct,VIC,Other reason,103
2008,Q4,Nov,VIC,Other reason,171
2008,Q4,Dec,VIC,Other reason,89
2009,Q1,Jan,VIC,Other reason,79
2009,Q1,Feb,VIC,Other reason,182
2009,Q1,Mar,VIC,Other reason,120
2009,Q2,Apr,VIC,Other reason,46
2009,Q2,May,VIC,Other reason,235
2009,Q2,Jun,VIC,Other reason,132
2009,Q3,Jul,VIC,Other reason,252
2009,Q3,Aug,VIC,Other reason,312
2009,Q3,Sep,VIC,Other reason,424
2009,Q4,Oct,VIC,Other reason,181
2009,Q4,Nov,VIC,Other reason,166
2009,Q4,Dec,VIC,Other reason,113
2010,Q1,Jan,VIC,Other reason,147
2010,Q1,Feb,VIC,Other reason,192
2010,Q1,Mar,VIC,Other reason,193
2010,Q2,Apr,VIC,Other reason,108
2010,Q2,May,VIC,Other reason,243
2010,Q2,Jun,VIC,Other reason,266
2010,Q3,Jul,VIC,Other reason,243
2010,Q3,Aug,VIC,Other reason,207
2010,Q3,Sep,VIC,Other reason,112
2010,Q4,Oct,VIC,Other reason,118
2010,Q4,Nov,VIC,Other reason,221
2010,Q4,Dec,VIC,Other reason,260
2011,Q1,Jan,VIC,Other reason,337
2011,Q1,Feb,VIC,Other reason,196
2011,Q1,Mar,VIC,Other reason,130
2011,Q2,Apr,VIC,Other reason,150
2011,Q2,May,VIC,Other reason,252
2011,Q2,Jun,VIC,Other reason,346
2011,Q3,Jul,VIC,Other reason,298
2011,Q3,Aug,VIC,Other reason,464
2011,Q3,Sep,VIC,Other reason,131
2011,Q4,Oct,VIC,Other reason,135
2011,Q4,Nov,VIC,Other reason,140
2011,Q4,Dec,VIC,Other reason,73
2012,Q1,Jan,VIC,Other reason,167
2012,Q1,Feb,VIC,Other reason,92
2012,Q1,Mar,VIC,Other reason,261
2012,Q2,Apr,VIC,Other reason,152
2012,Q2,May,VIC,Other reason,270
2012,Q2,Jun,VIC,Other reason,188
2012,Q3,Jul,VIC,Other reason,331
2012,Q3,Aug,VIC,Other reason,228
2012,Q3,Sep,VIC,Other reason,200
2012,Q4,Oct,VIC,Other reason,139
2012,Q4,Nov,VIC,Other reason,196
2012,Q4,Dec,VIC,Other reason,49
2013,Q1,Jan,VIC,Other reason,110
2013,Q1,Feb,VIC,Other reason,112
2013,Q1,Mar,VIC,Other reason,147
2013,Q2,Apr,VIC,Other reason,79
2013,Q2,May,VIC,Other reason,145
2013,Q2,Jun,VIC,Other reason,117
2013,Q3,Jul,VIC,Other reason,148
2013,Q3,Aug,VIC,Other reason,204
2013,Q3,Sep,VIC,Other reason,159
2013,Q4,Oct,VIC,Other reason,196
2013,Q4,Nov,VIC,Other reason,142
2013,Q4,Dec,VIC,Other reason,238
2014,Q1,Jan,VIC,Other reason,127
2014,Q1,Feb,VIC,Other reason,258
2014,Q1,Mar,VIC,Other reason,189
2014,Q2,Apr,VIC,Other reason,159
2014,Q2,May,VIC,Other reason,247
2014,Q2,Jun,VIC,Other reason,151
2014,Q3,Jul,VIC,Other reason,169
2014,Q3,Aug,VIC,Other reason,261
2014,Q3,Sep,VIC,Other reason,438
2014,Q4,Oct,VIC,Other reason,374
2014,Q4,Nov,VIC,Other reason,286
2014,Q4,Dec,VIC,Other reason,276
2015,Q1,Jan,VIC,Other reason,150
2015,Q1,Feb,VIC,Other reason,176
2015,Q1,Mar,VIC,Other reason,270
2015,Q2,Apr,VIC,Other reason,186
2015,Q2,May,VIC,Other reason,360
2015,Q2,Jun,VIC,Other reason,247
2015,Q3,Jul,VIC,Other reason,264
2015,Q3,Aug,VIC,Other reason,259
2015,Q3,Sep,VIC,Other reason,433
2015,Q4,Oct,VIC,Other reason,347
2015,Q4,Nov,VIC,Other reason,254
2015,Q4,Dec,VIC,Other reason,246
2016,Q1,Jan,VIC,Other reason,258
2016,Q1,Feb,VIC,Other reason,322
2016,Q1,Mar,VIC,Other reason,160
2016,Q2,Apr,VIC,Other reason,340
2016,Q2,May,VIC,Other reason,238
2016,Q2,Jun,VIC,Other reason,336
2016,Q3,Jul,VIC,Other reason,203
2016,Q3,Aug,VIC,Other reason,281
2016,Q3,Sep,VIC,Other reason,279
2016,Q4,Oct,VIC,Other reason,433
2016,Q4,Nov,VIC,Other reason,320
2016,Q4,Dec,VIC,Other reason,178
2017,Q1,Jan,VIC,Other reason,112
2017,Q1,Feb,VIC,Other reason,379
2017,Q1,Mar,VIC,Other reason,448
2017,Q2,Apr,VIC,Other reason,181
2017,Q2,May,VIC,Other reason,256
2017,Q2,Jun,VIC,Other reason,307
2017,Q3,Jul,VIC,Other reason,441
2017,Q3,Aug,VIC,Other reason,444
2017,Q3,Sep,VIC,Other reason,391
2017,Q4,Oct,VIC,Other reason,296
2017,Q4,Nov,VIC,Other reason,409
2017,Q4,Dec,VIC,Other reason,207
2018,Q1,Jan,VIC,Other reason,242
2018,Q1,Feb,VIC,Other reason,214
2018,Q1,Mar,VIC,Other reason,202
2018,Q2,Apr,VIC,Other reason,800
2018,Q2,May,VIC,Other reason,336
2018,Q2,Jun,VIC,Other reason,397
2018,Q3,Jul,VIC,Other reason,376
2018,Q3,Aug,VIC,Other reason,376
2018,Q3,Sep,VIC,Other reason,263
2018,Q4,Oct,VIC,Other reason,289
2018,Q4,Nov,VIC,Other reason,315
2018,Q4,Dec,VIC,Other reason,261
2019,Q1,Jan,VIC,Other reason,295
2019,Q1,Feb,VIC,Other reason,222
2019,Q1,Mar,VIC,Other reason,316
2019,Q2,Apr,VIC,Other reason,380
2019,Q2,May,VIC,Other reason,360
2019,Q2,Jun,VIC,Other reason,288
2019,Q3,Jul,VIC,Other reason,263
2019,Q3,Aug,VIC,Other reason,883
2019,Q3,Sep,VIC,Other reason,428
2019,Q4,Oct,VIC,Other reason,349
2019,Q4,Nov,VIC,Other reason,302
2019,Q4,Dec,VIC,Other reason,286
1998,Q1,Jan,VIC,Visiting friends and relatives,3160
1998,Q1,Feb,VIC,Visiting friends and relatives,1389
1998,Q1,Mar,VIC,Visiting friends and relatives,1416
1998,Q2,Apr,VIC,Visiting friends and relatives,1854
1998,Q2,May,VIC,Visiting friends and relatives,1194
1998,Q2,Jun,VIC,Visiting friends and relatives,1124
1998,Q3,Jul,VIC,Visiting friends and relatives,1171
1998,Q3,Aug,VIC,Visiting friends and relatives,1311
1998,Q3,Sep,VIC,Visiting friends and relatives,1328
1998,Q4,Oct,VIC,Visiting friends and relatives,1507
1998,Q4,Nov,VIC,Visiting friends and relatives,1634
1998,Q4,Dec,VIC,Visiting friends and relatives,1951
1999,Q1,Jan,VIC,Visiting friends and relatives,3365
1999,Q1,Feb,VIC,Visiting friends and relatives,1174
1999,Q1,Mar,VIC,Visiting friends and relatives,1614
1999,Q2,Apr,VIC,Visiting friends and relatives,1502
1999,Q2,May,VIC,Visiting friends and relatives,1016
